a101.wav 1
a102.wav 1
a103.wav 1
a104.wav 1
a105.wav 1
a106.wav 1
a107.wav 1
a108.wav 1
a109.wav 1
a110.wav 1
и101.wav 2
и102.wav 2
и103.wav 2
и104.wav 2
и105.wav 2
и106.wav 2
и107.wav 2
и108.wav 2
и109.wav 2
и110.wav 2
о101.wav 3
о102.wav 3
о103.wav 3
о104.wav 3
о105.wav 3
о106.wav 3
о107.wav 3
о108.wav 3
о109.wav 3
о110.wav 3
у101.wav 4
у102.wav 4
у103.wav 4
у104.wav 4
у105.wav 4
у106.wav 4
у107.wav 4
у108.wav 4
у109.wav 4
у110.wav 4
ы101.wav 5
ы102.wav 5
ы103.wav 5
ы104.wav 5
ы105.wav 5
ы106.wav 5
ы107.wav 5
ы108.wav 5
ы109.wav 5
ы110.wav 5
э101.wav 6
э102.wav 6
э103.wav 6
э104.wav 6
э105.wav 6
э106.wav 6
э107.wav 6
э108.wav 6
э109.wav 6
э110.wav 6
